sentence,group,step,stl_formula,label,cosine_sim,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,consolidated,"eventually[9,9](d_il1ra(t) < 0 and d_stnfri(t) < 0)",1,0.519498,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,9](d_ifnγ(t) > d_c(low)) and globally[21,inf](d_ifnγ(t) < 0)",,0.521507,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"globally[9,21](d_ifnγ(t)=d_c(high)) and globally[21,inf](d_ifnγ(t)<0)",,0.497404,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,10](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.535511,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,9](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.532477,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,9](d_ifnγ(t) = d_c(high)) and eventually[21,inf](d_ifnγ(t) = -d_c(low))",,0.509965,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,9](d_ifnγ(t) = d_c(high)) and eventually[21,inf](d_ifnγ(t) = -d_c(high))",,0.516247,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,9](d_ifnγ(t) > 0) and eventually[21,inf](d_ifnγ(t) < 0)",,0.516402,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"globally[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.52258,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) = d_c(high)) and eventually[21,inf](d_ifnγ(t) < 0)",,0.519885,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) = d_c(high)) and eventually[21,inf](d_ifnγ(t) = -d_c(low))",,0.510712,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) = d_c(high)) and eventually[22,inf](d_ifnγ(t) < 0)",,0.520811,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,raw,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",0,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",0,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,10](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",1,0.535511,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",0,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",0,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",0,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,filtered,"eventually[9,21](d_ifnγ(t) > d_c(low)) and eventually[21,inf](d_ifnγ(t) < -d_c(low))",0,0.53341,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,consolidated,"eventually[9,21](d_ifnγ(t) > d_c(low))",0,0.566652,,
"Expression of IFNγ mRNA increased at the same time as the other cytokines (i.e. 9 days after initial exposure), but only declined in the final samples (more than 3 weeks after initial exposure) (Fig. 4a).",2,consolidated,"eventually[21,inf](d_ifnγ(t) < -d_c(low))",1,0.549512,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](d_cd19(t) > d_c(high) and d_cd24(t) < -d_c(high))",,0.334564,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"globally[7,7](cd19(t)=c(high) and cd24(t) < c(high))",,0.381094,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"cd19(t)=c(high) and cd24(t)=c(low) and cd38(t)=c(high) and eventually[7,7](bcells(t)=c(high))",,0.624882,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](bcells(t) = c(high))",,0.559692,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](sarscov2(t) = c(high))",,0.196179,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](bcells(t) = c(high))",,0.559692,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](cd19(t) > c(mid) and cd24(t) < c(mid))",,0.376238,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](bcells(t) > c(high))",,0.562649,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](cd19(t) > c(high) and cd24(t) < c(low))",,0.377655,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](cd19(t) > c(high) and cd24(t) < c(high))",,0.382698,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](d_cd19(t) > d_c(low) and d_cd24(t) < -d_c(low)) and cd19(t) > c(mid) and cd24(t) < c(mid) and cd38(t) > c(mid)",,0.381515,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"globally[7,7](cd19(t) = c(high) and cd24(t) < c(high))",,0.381094,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](cd19(t) > c(mid) and cd24(t) < c(mid))",,0.376238,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,cd19(t) > c(low) and cd24(t) < c(low) and cd38(t) > c(low),,0.341365,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](bcells(t) = c(high))",,0.559218,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[0,7](d_cd19(t) > d_c(high) and d_cd24(t) < -d_c(high)) and cd19(t) = c(high) and cd24(t) = c(low) and cd38(t) = c(high)",,0.379978,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,raw,"eventually[7,7](bcells(t) = c(high))",,0.559218,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,filtered,"cd19(t)=c(high) and cd24(t)=c(low) and cd38(t)=c(high) and eventually[7,7](bcells(t)=c(high))",0,0.624882,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,filtered,"eventually[0,7](bcells(t) = c(high))",0,0.559692,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,filtered,"eventually[0,7](bcells(t) = c(high))",0,0.559692,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,filtered,"eventually[0,7](bcells(t) > c(high))",0,0.562649,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,consolidated,cd19(t)=c(high),0,0.277345,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,consolidated,cd24(t)=c(low),0,0.294749,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,consolidated,cd38(t)=c(high),0,0.255828,,
"We therefore first investigated B-cell dynamics via staining CD19, CD24 and CD38 (Fig. 4a) and observed a peak in the number of plasmablasts (CD19+ CD24− CD38+) at day 7 (Fig. 4b).",0,consolidated,"eventually[0,7](bcells(t) = c(high))",0,0.559692,,
